filename,total_words,total_ai_mentions,normalized_score,generative ai,generative artificial intelligence,genai,large language model,llm,gpt,chatgpt,foundation model,diffusion model,artificial intelligence,machine learning,deep learning,\bai\b,company,quarter,year,quarter_year,ticker,Ticker,Company,Fiscal Year,Fiscal Year End,Revenue,Employees,Assets,Revenue per Employee
"Applied Materials, Inc., Q2 2022 Earnings Call, May 19, 2022.txt",10299,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Applied Materials, Inc.",Q2,2022,Q2_2022,AMAT,AMAT,APPLIED MATERIALS INC,2022.0,2022-10-31,25785000000.0,33000.0,26726000000.0,781363.6364
"Lam Research Corporation, Q3 2023 Earnings Call, Apr 19, 2023.txt",10061,5,0.000497,1,0,0,0,1,0,0,0,0,0,0,0,3,Lam Research Corporation,Q3,2023,Q3_2023,LRCX,LRCX,LAM RESEARCH CORP,2023.0,2023-06-30,17428516000.0,17200.0,18781643000.0,1013285.814
"Lockheed Martin Corporation, Q2 2022 Earnings Call, Jul 19, 2022.txt",9635,2,0.000208,0,0,0,0,1,0,0,0,0,1,0,0,0,Lockheed Martin Corporation,Q2,2022,Q2_2022,LMT,LMT,LOCKHEED MARTIN CORP,2022.0,2022-12-31,65984000000.0,116000.0,52880000000.0,568827.5862
"Bank of America Corporation, Q1 2022 Earnings Call, Apr 18, 2022.txt",15388,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bank of America Corporation,Q1,2022,Q1_2022,BAC,BAC,BANK OF AMERICA CORP,2022.0,2022-12-31,115053000000.0,216823.0,3051375000000.0,530630.9755
"American Express Company, Q2 2024 Earnings Call, Jul 19, 2024.txt",8332,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q2,2024,Q2_2024,AXP,AXP,AMERICAN EXPRESS CO,2024.0,2024-12-31,74201000000.0,75100.0,271461000000.0,988029.2943
"American Express Company, Q1 2024 Earnings Call, Apr 19, 2024.txt",8035,2,0.000249,0,0,0,0,2,0,0,0,0,0,0,0,0,American Express Company,Q1,2024,Q1_2024,AXP,AXP,AMERICAN EXPRESS CO,2024.0,2024-12-31,74201000000.0,75100.0,271461000000.0,988029.2943
"American Express Company, Q2 2025 Earnings Call, Jul 18, 2025.txt",9802,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q2,2025,Q2_2025,AXP,AXP,AMERICAN EXPRESS CO,2025.0,2025-12-31,80463000000.0,76800.0,300052000000.0,1047695.3125
"American Express Company, Q3 2024 Earnings Call, Oct 18, 2024.txt",8777,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q3,2024,Q3_2024,AXP,AXP,AMERICAN EXPRESS CO,2024.0,2024-12-31,74201000000.0,75100.0,271461000000.0,988029.2943
"Lam Research Corporation, Q1 2024 Earnings Call, Oct 18, 2023.txt",11098,3,0.00027,0,0,0,0,0,0,0,0,0,0,0,0,3,Lam Research Corporation,Q1,2024,Q1_2024,LRCX,LRCX,LAM RESEARCH CORP,2024.0,2024-06-30,14905386000.0,17450.0,18744728000.0,854176.8481
"Netflix, Inc., Q1 2024 Earnings Call, Apr 18, 2024.txt",9706,2,0.000206,1,0,0,0,0,0,0,0,0,0,0,0,1,"Netflix, Inc.",Q1,2024,Q1_2024,NFLX,NFLX,NETFLIX INC,2024.0,2024-12-31,39000966000.0,14000.0,53630374000.0,2785783.2857
"Union Pacific Corporation, Q3 2023 Earnings Call, Oct 19, 2023.txt",14648,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q3,2023,Q3_2023,UNP,UNP,UNION PACIFIC CORP,2023.0,2023-12-31,24119000000.0,32973.0,67132000000.0,731477.2693
"Netflix, Inc., Q3 2023 Earnings Call, Oct 18, 2023.txt",9476,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netflix, Inc.",Q3,2023,Q3_2023,NFLX,NFLX,NETFLIX INC,2023.0,2023-12-31,33723297000.0,13000.0,48731992000.0,2594099.7692
"Morgan Stanley, Q3 2023 Earnings Call, Oct 18, 2023.txt",10983,1,9.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,Morgan Stanley,Q3,2023,Q3_2023,MS,MS,MORGAN STANLEY,2023.0,2023-12-31,96194000000.0,80006.0,1193693000000.0,1202334.8249
"ATT Inc., Q3 2023 Earnings Call, Oct 19, 2023.txt",11006,3,0.000273,1,0,0,0,0,0,0,0,0,0,0,0,2,ATT Inc.,Q3,2023,Q3_2023,T,T,AT&T INC,2023.0,2023-12-31,122428000000.0,149900.0,407060000000.0,816731.1541
"Mastercard Incorporated, Q4 2021 Earnings Call, Jan 27, 2022.txt",6864,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mastercard Incorporated,Q4,2021,Q4_2021,MA,MA,MASTERCARD INC,2021.0,2021-12-31,18884000000.0,24000.0,37669000000.0,786833.3333
"Comcast Corporation, Q4 2021 Earnings Call, Jan 27, 2022.txt",11078,2,0.000181,0,0,0,0,1,0,0,0,0,0,0,0,1,Comcast Corporation,Q4,2021,Q4_2021,CMCSA,CMCSA,COMCAST CORP,2021.0,2021-12-31,116385000000.0,189000.0,275905000000.0,615793.6508
"Union Pacific Corporation, Q4 2021 Earnings Call, Jan 20, 2022.txt",16460,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q4,2021,Q4_2021,UNP,UNP,UNION PACIFIC CORP,2021.0,2021-12-31,21804000000.0,32124.000000000004,63525000000.0,678744.8637
"ATT Inc., Q4 2021 Earnings Call, Jan 26, 2022.txt",11646,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q4,2021,Q4_2021,T,T,AT&T INC,2021.0,2021-12-31,168864000000.0,202600.0,551622000000.0,833484.6989
"Caterpillar Inc., Q4 2021 Earnings Call, Jan 28, 2022.txt",11723,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caterpillar Inc.,Q4,2021,Q4_2021,CAT,CAT,CATERPILLAR INC,2021.0,2021-12-31,50971000000.0,107700.0,82793000000.0,473268.338
"American Express Company, Q4 2021 Earnings Call, Jan 25, 2022.txt",11562,1,8.6e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,American Express Company,Q4,2021,Q4_2021,AXP,AXP,AMERICAN EXPRESS CO,2021.0,2021-12-31,43663000000.0,64000.0,188548000000.0,682234.375
"The Boeing Company, Q4 2021 Earnings Call, Jan 26, 2022.txt",10473,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q4,2021,Q4_2021,BA,BA,BOEING CO,2021.0,2021-12-31,62272000000.0,142000.0,138552000000.0,438535.2113
"General Electric Company, Q4 2021 Earnings Call, Jan 25, 2022.txt",11805,2,0.000169,0,0,0,0,0,0,0,0,0,0,0,0,2,General Electric Company,Q4,2021,Q4_2021,GE,GE,GE AEROSPACE,2021.0,2021-12-31,74196000000.0,179000.0,198874000000.0,414502.7933
"American Express Company, Q3 2023 Earnings Call, Oct 20, 2023.txt",8560,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q3,2023,Q3_2023,AXP,AXP,AMERICAN EXPRESS CO,2023.0,2023-12-31,67364000000.0,74600.0,261108000000.0,903002.681
"Micron Technology, Inc., Q2 2024 Earnings Call, Mar 20, 2024.txt",8189,26,0.003175,0,0,0,1,0,0,0,0,0,0,0,0,25,"Micron Technology, Inc.",Q2,2024,Q2_2024,MU,MU,MICRON TECHNOLOGY INC,2024.0,2024-08-31,25111000000.0,48000.0,69416000000.0,523145.8333
"Micron Technology, Inc., Q1 2024 Earnings Call, Dec 20, 2023.txt",8699,40,0.004598,3,0,3,1,0,0,0,0,0,0,0,0,33,"Micron Technology, Inc.",Q1,2024,Q1_2024,MU,MU,MICRON TECHNOLOGY INC,2024.0,2024-08-31,25111000000.0,48000.0,69416000000.0,523145.8333
"Lockheed Martin Corporation, Q4 2021 Earnings Call, Jan 25, 2022.txt",10160,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockheed Martin Corporation,Q4,2021,Q4_2021,LMT,LMT,LOCKHEED MARTIN CORP,2021.0,2021-12-31,67044000000.0,114000.0,50873000000.0,588105.2632
"Micron Technology, Inc., Q2 2025 Earnings Call, Mar 20, 2025.txt",8859,29,0.003274,2,0,0,0,0,0,0,0,0,0,0,0,27,"Micron Technology, Inc.",Q2,2025,Q2_2025,MU,MU,MICRON TECHNOLOGY INC,2025.0,2025-08-31,37378000000.0,53000.0,82798000000.0,705245.283
"ATT Inc., Q3 2022 Earnings Call, Oct 20, 2022.txt",10944,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q3,2022,Q3_2022,T,T,AT&T INC,2022.0,2022-12-31,120741000000.0,160700.0,402853000000.0,751344.1195
"American Express Company, Q1 2023 Earnings Call, Apr 20, 2023.txt",9832,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q1,2023,Q1_2023,AXP,AXP,AMERICAN EXPRESS CO,2023.0,2023-12-31,67364000000.0,74600.0,261108000000.0,903002.681
"Union Pacific Corporation, Q3 2022 Earnings Call, Oct 20, 2022.txt",14466,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q3,2022,Q3_2022,UNP,UNP,UNION PACIFIC CORP,2022.0,2022-12-31,24875000000.0,33179.0,65449000000.0,749721.2092
"ATT Inc., Q1 2023 Earnings Call, Apr 20, 2023.txt",10662,2,0.000188,0,0,0,0,0,0,0,0,0,1,0,0,1,ATT Inc.,Q1,2023,Q1_2023,T,T,AT&T INC,2023.0,2023-12-31,122428000000.0,149900.0,407060000000.0,816731.1541
"T-Mobile US, Inc., Q1 2022 Earnings Call, Apr 27, 2022.txt",11828,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T-Mobile US, Inc.",Q1,2022,Q1_2022,TMUS,TMUS,T-MOBILE US INC,2022.0,2022-12-31,79571000000.0,71000.0,211338000000.0,1120718.3099
"Union Pacific Corporation, Q2 2022 Earnings Call, Jul 21, 2022.txt",14780,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q2,2022,Q2_2022,UNP,UNP,UNION PACIFIC CORP,2022.0,2022-12-31,24875000000.0,33179.0,65449000000.0,749721.2092
"Comcast Corporation, Q1 2022 Earnings Call, Apr 28, 2022.txt",10112,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comcast Corporation,Q1,2022,Q1_2022,CMCSA,CMCSA,COMCAST CORP,2022.0,2022-12-31,121427000000.0,186000.0,257275000000.0,652833.3333
"Visa Inc., Q3 2022 Earnings Call, Jul 26, 2022.txt",10210,1,9.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,Visa Inc.,Q3,2022,Q3_2022,V,V,VISA INC,2022.0,2022-09-30,29310000000.0,26500.0,85501000000.0,1106037.7358
"Verizon Communications Inc., Q2 2022 Earnings Call, Jul 22, 2022.txt",11155,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon Communications Inc.,Q2,2022,Q2_2022,VZ,VZ,VERIZON COMMUNICATIONS INC,2022.0,2022-12-31,136835000000.0,117100.0,379680000000.0,1168531.1699
"Micron Technology, Inc., Q2 2022 Earnings Call, Mar 29, 2022.txt",9618,3,0.000312,0,0,0,0,0,0,0,0,0,0,0,0,3,"Micron Technology, Inc.",Q2,2022,Q2_2022,MU,MU,MICRON TECHNOLOGY INC,2022.0,2022-08-31,30758000000.0,48000.0,66283000000.0,640791.6667
"Lam Research Corporation, Q2 2022 Earnings Call, Jan 26, 2022.txt",10269,2,0.000195,0,0,0,0,0,0,0,0,0,0,0,0,2,Lam Research Corporation,Q2,2022,Q2_2022,LRCX,LRCX,LAM RESEARCH CORP,2022.0,2022-06-30,17227039000.0,17700.0,17195632000.0,973279.0395
"Visa Inc., Q2 2022 Earnings Call, Apr 26, 2022.txt",11023,3,0.000272,0,0,0,0,3,0,0,0,0,0,0,0,0,Visa Inc.,Q2,2022,Q2_2022,V,V,VISA INC,2022.0,2022-09-30,29310000000.0,26500.0,85501000000.0,1106037.7358
"T-Mobile US, Inc., Q2 2022 Earnings Call, Jul 27, 2022.txt",11745,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T-Mobile US, Inc.",Q2,2022,Q2_2022,TMUS,TMUS,T-MOBILE US INC,2022.0,2022-12-31,79571000000.0,71000.0,211338000000.0,1120718.3099
"Union Pacific Corporation, Q1 2022 Earnings Call, Apr 21, 2022.txt",14788,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q1,2022,Q1_2022,UNP,UNP,UNION PACIFIC CORP,2022.0,2022-12-31,24875000000.0,33179.0,65449000000.0,749721.2092
"Microsoft Corporation, Q2 2022 Earnings Call, Jan 25, 2022.txt",9758,3,0.000307,0,0,0,0,0,0,0,0,0,0,0,0,3,Microsoft Corporation,Q2,2022,Q2_2022,MSFT,MSFT,MICROSOFT CORP,2022.0,2022-06-30,198270000000.0,221000.0,364840000000.0,897149.3213
"General Electric Company, Q1 2022 Earnings Call, Apr 26, 2022.txt",10741,4,0.000372,0,0,0,0,3,0,0,0,0,0,0,0,1,General Electric Company,Q1,2022,Q1_2022,GE,GE,GE AEROSPACE,2022.0,2022-12-31,76402000000.0,172000.0,187788000000.0,444197.6744
"ATT Inc., Q4 2022 Earnings Call, Jan 25, 2023.txt",12071,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q4,2022,Q4_2022,T,T,AT&T INC,2022.0,2022-12-31,120741000000.0,160700.0,402853000000.0,751344.1195
"Warner Bros. Discovery, Inc., Q4 2022 Earnings Call, Feb 23, 2023.txt",11433,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q4,2022,Q4_2022,WBD,WBD,WARNER BROS DISCOVERY INC,2022.0,2022-12-31,33817000000.0,37500.0,134001000000.0,901786.6667
"Lockheed Martin Corporation, Q4 2022 Earnings Call, Jan 24, 2023.txt",10660,3,0.000281,0,0,0,0,0,0,0,0,0,3,0,0,0,Lockheed Martin Corporation,Q4,2022,Q4_2022,LMT,LMT,LOCKHEED MARTIN CORP,2022.0,2022-12-31,65984000000.0,116000.0,52880000000.0,568827.5862
"The Boeing Company, Q4 2022 Earnings Call, Jan 25, 2023.txt",10115,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q4,2022,Q4_2022,BA,BA,BOEING CO,2022.0,2022-12-31,66608000000.0,156000.0,137100000000.0,426974.359
"Verizon Communications Inc., Q4 2022 Earnings Call, Jan 24, 2023.txt",11192,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon Communications Inc.,Q4,2022,Q4_2022,VZ,VZ,VERIZON COMMUNICATIONS INC,2022.0,2022-12-31,136835000000.0,117100.0,379680000000.0,1168531.1699
"NVIDIA Corporation, Q2 2023 Earnings Call, Aug 24, 2022.txt",9172,36,0.003925,0,0,0,6,1,0,0,1,0,0,1,1,26,NVIDIA Corporation,Q2,2023,Q2_2023,NVDA,NVDA,NVIDIA CORP,2023.0,2024-01-31,60922000000.0,29600.0,65728000000.0,2058175.6757
"Mastercard Incorporated, Q3 2022 Earnings Call, Oct 27, 2022.txt",10731,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mastercard Incorporated,Q3,2022,Q3_2022,MA,MA,MASTERCARD INC,2022.0,2022-12-31,22200000000.0,29900.0,38724000000.0,742474.9164
"Meta Platforms, Inc., Q2 2022 Earnings Call, Jul 27, 2022.txt",11348,41,0.003613,0,0,0,0,0,0,0,0,0,0,3,0,38,"Meta Platforms, Inc.",Q2,2022,Q2_2022,META,META,META PLATFORMS INC,2022.0,2022-12-31,116609000000.0,86482.0,185727000000.0,1348361.5088
"Mastercard Incorporated, Q1 2022 Earnings Call, Apr 28, 2022.txt",11079,6,0.000542,0,0,0,0,5,0,0,0,0,0,0,0,1,Mastercard Incorporated,Q1,2022,Q1_2022,MA,MA,MASTERCARD INC,2022.0,2022-12-31,22200000000.0,29900.0,38724000000.0,742474.9164
"Caterpillar Inc., Q1 2022 Earnings Call, Apr 28, 2022.txt",10344,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caterpillar Inc.,Q1,2022,Q1_2022,CAT,CAT,CATERPILLAR INC,2022.0,2022-12-31,59427000000.0,109100.0,81943000000.0,544702.1082
"The Boeing Company, Q1 2022 Earnings Call, Apr 27, 2022.txt",10525,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q1,2022,Q1_2022,BA,BA,BOEING CO,2022.0,2022-12-31,66608000000.0,156000.0,137100000000.0,426974.359
"Micron Technology, Inc., Q3 2022 Earnings Call, Jun 30, 2022.txt",8869,4,0.000451,0,0,0,0,0,0,0,0,0,0,1,0,3,"Micron Technology, Inc.",Q3,2022,Q3_2022,MU,MU,MICRON TECHNOLOGY INC,2022.0,2022-08-31,30758000000.0,48000.0,66283000000.0,640791.6667
"ATT Inc., Q2 2022 Earnings Call, Jul 21, 2022.txt",11832,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q2,2022,Q2_2022,T,T,AT&T INC,2022.0,2022-12-31,120741000000.0,160700.0,402853000000.0,751344.1195
"General Electric Company, Q2 2022 Earnings Call, Jul 26, 2022.txt",10532,6,0.00057,0,0,0,0,5,0,0,0,0,0,0,0,1,General Electric Company,Q2,2022,Q2_2022,GE,GE,GE AEROSPACE,2022.0,2022-12-31,76402000000.0,172000.0,187788000000.0,444197.6744
"American Express Company, Q1 2022 Earnings Call, Apr 22, 2022.txt",10231,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q1,2022,Q1_2022,AXP,AXP,AMERICAN EXPRESS CO,2022.0,2022-12-31,55625000000.0,77300.0,228354000000.0,719598.9651
"ATT Inc., Q1 2022 Earnings Call, Apr 21, 2022.txt",12225,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q1,2022,Q1_2022,T,T,AT&T INC,2022.0,2022-12-31,120741000000.0,160700.0,402853000000.0,751344.1195
"Visa Inc., Q1 2022 Earnings Call, Jan 27, 2022.txt",9768,3,0.000307,0,0,0,0,3,0,0,0,0,0,0,0,0,Visa Inc.,Q1,2022,Q1_2022,V,V,VISA INC,2022.0,2022-09-30,29310000000.0,26500.0,85501000000.0,1106037.7358
"Microsoft Corporation, Q3 2022 Earnings Call, Apr 26, 2022.txt",10215,9,0.000881,0,0,0,0,0,0,0,0,0,0,1,0,8,Microsoft Corporation,Q3,2022,Q3_2022,MSFT,MSFT,MICROSOFT CORP,2022.0,2022-06-30,198270000000.0,221000.0,364840000000.0,897149.3213
"Alphabet Inc., Q2 2022 Earnings Call, Jul 26, 2022.txt",8874,20,0.002254,0,0,0,0,0,0,0,0,0,0,2,0,18,Alphabet Inc.,Q2,2022,Q2_2022,GOOGL,GOOGL,ALPHABET INC,2022.0,2022-12-31,282836000000.0,190234.0,365264000000.0,1486779.4401
"Warner Bros. Discovery, Inc., Q1 2022 Earnings Call, Apr 26, 2022.txt",11161,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q1,2022,Q1_2022,WBD,WBD,WARNER BROS DISCOVERY INC,2022.0,2022-12-31,33817000000.0,37500.0,134001000000.0,901786.6667
"Alphabet Inc., Q1 2022 Earnings Call, Apr 26, 2022.txt",8720,9,0.001032,0,0,0,0,0,0,0,0,0,1,1,0,7,Alphabet Inc.,Q1,2022,Q1_2022,GOOGL,GOOGL,ALPHABET INC,2022.0,2022-12-31,282836000000.0,190234.0,365264000000.0,1486779.4401
"Microsoft Corporation, Q1 2023 Earnings Call, Oct 25, 2022.txt",10145,11,0.001084,0,0,0,0,0,0,0,1,0,0,1,0,9,Microsoft Corporation,Q1,2023,Q1_2023,MSFT,MSFT,MICROSOFT CORP,2023.0,2023-06-30,211915000000.0,221000.0,411976000000.0,958891.4027
"General Electric Company, Q4 2022 Earnings Call, Jan 24, 2023.txt",8517,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Electric Company,Q4,2022,Q4_2022,GE,GE,GE AEROSPACE,2022.0,2022-12-31,76402000000.0,172000.0,187788000000.0,444197.6744
"Mastercard Incorporated, Q4 2022 Earnings Call, Jan 26, 2023.txt",10625,5,0.000471,0,0,0,0,5,0,0,0,0,0,0,0,0,Mastercard Incorporated,Q4,2022,Q4_2022,MA,MA,MASTERCARD INC,2022.0,2022-12-31,22200000000.0,29900.0,38724000000.0,742474.9164
"Visa Inc., Q4 2022 Earnings Call, Oct 25, 2022.txt",10565,3,0.000284,0,0,0,0,1,0,0,0,0,0,0,0,2,Visa Inc.,Q4,2022,Q4_2022,V,V,VISA INC,2022.0,2022-09-30,29310000000.0,26500.0,85501000000.0,1106037.7358
"Advanced Micro Devices, Inc., Q4 2022 Earnings Call, Jan 31, 2023.txt",10445,17,0.001628,0,0,0,0,0,0,0,0,0,0,0,0,17,"Advanced Micro Devices, Inc.",Q4,2022,Q4_2022,AMD,AMD,ADVANCED MICRO DEVICES,2022.0,2022-12-31,23601000000.0,25000.0,67580000000.0,944040.0
"American Express Company, Q4 2022 Earnings Call, Jan 27, 2023.txt",11586,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q4,2022,Q4_2022,AXP,AXP,AMERICAN EXPRESS CO,2022.0,2022-12-31,55625000000.0,77300.0,228354000000.0,719598.9651
"Mastercard Incorporated, Q2 2022 Earnings Call, Jul 28, 2022.txt",10723,7,0.000653,0,0,0,0,7,0,0,0,0,0,0,0,0,Mastercard Incorporated,Q2,2022,Q2_2022,MA,MA,MASTERCARD INC,2022.0,2022-12-31,22200000000.0,29900.0,38724000000.0,742474.9164
"The Boeing Company, Q2 2022 Earnings Call, Jul 27, 2022.txt",10039,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q2,2022,Q2_2022,BA,BA,BOEING CO,2022.0,2022-12-31,66608000000.0,156000.0,137100000000.0,426974.359
"General Electric Company, Q3 2022 Earnings Call, Oct 25, 2022.txt",10649,3,0.000282,0,0,0,0,1,0,0,0,0,1,1,0,0,General Electric Company,Q3,2022,Q3_2022,GE,GE,GE AEROSPACE,2022.0,2022-12-31,76402000000.0,172000.0,187788000000.0,444197.6744
"American Express Company, Q3 2022 Earnings Call, Oct 21, 2022.txt",11730,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q3,2022,Q3_2022,AXP,AXP,AMERICAN EXPRESS CO,2022.0,2022-12-31,55625000000.0,77300.0,228354000000.0,719598.9651
"Comcast Corporation, Q1 2023 Earnings Call, Apr 27, 2023.txt",10838,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comcast Corporation,Q1,2023,Q1_2023,CMCSA,CMCSA,COMCAST CORP,2023.0,2023-12-31,121572000000.0,186000.0,264811000000.0,653612.9032
"Verizon Communications Inc., Q1 2022 Earnings Call, Apr 22, 2022.txt",11375,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon Communications Inc.,Q1,2022,Q1_2022,VZ,VZ,VERIZON COMMUNICATIONS INC,2022.0,2022-12-31,136835000000.0,117100.0,379680000000.0,1168531.1699
"Microsoft Corporation, Q4 2022 Earnings Call, Jul 26, 2022.txt",9985,7,0.000701,0,0,0,0,0,0,0,0,0,0,0,0,7,Microsoft Corporation,Q4,2022,Q4_2022,MSFT,MSFT,MICROSOFT CORP,2022.0,2022-06-30,198270000000.0,221000.0,364840000000.0,897149.3213
"Micron Technology, Inc., Q1 2023 Earnings Call, Dec 21, 2022.txt",6611,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Micron Technology, Inc.",Q1,2023,Q1_2023,MU,MU,MICRON TECHNOLOGY INC,2023.0,2023-08-31,15540000000.0,43000.0,64254000000.0,361395.3488
"Alphabet Inc., Q3 2022 Earnings Call, Oct 25, 2022.txt",9183,19,0.002069,0,0,0,0,0,0,0,0,0,1,0,0,18,Alphabet Inc.,Q3,2022,Q3_2022,GOOGL,GOOGL,ALPHABET INC,2022.0,2022-12-31,282836000000.0,190234.0,365264000000.0,1486779.4401
"Microsoft Corporation, Q2 2023 Earnings Call, Jan 24, 2023.txt",9844,37,0.003759,0,0,0,0,1,3,3,1,0,0,0,0,29,Microsoft Corporation,Q2,2023,Q2_2023,MSFT,MSFT,MICROSOFT CORP,2023.0,2023-06-30,211915000000.0,221000.0,411976000000.0,958891.4027
"NVIDIA Corporation, Q1 2023 Earnings Call, May 25, 2022.txt",9315,75,0.008052,0,0,0,7,0,2,0,0,0,6,4,3,53,NVIDIA Corporation,Q1,2023,Q1_2023,NVDA,NVDA,NVIDIA CORP,2023.0,2024-01-31,60922000000.0,29600.0,65728000000.0,2058175.6757
"Broadcom Inc., Q3 2023 Earnings Call, Aug 31, 2023.txt",7576,74,0.009768,14,0,0,4,0,0,0,0,0,0,0,0,56,Broadcom Inc.,Q3,2023,Q3_2023,AVGO,AVGO,BROADCOM INC,2023.0,2023-10-31,35819000000.0,20000.0,72861000000.0,1790950.0
"General Electric Company, Q2 2023 Earnings Call, Jul 25, 2023.txt",8374,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Electric Company,Q2,2023,Q2_2023,GE,GE,GE AEROSPACE,2023.0,2023-12-31,67778000000.0,125000.0,163045000000.0,542224.0
"T-Mobile US, Inc., Q3 2023 Earnings Call, Oct 25, 2023.txt",11931,4,0.000335,0,0,0,0,0,0,0,0,0,0,0,0,4,"T-Mobile US, Inc.",Q3,2023,Q3_2023,TMUS,TMUS,T-MOBILE US INC,2023.0,2023-12-31,78558000000.0,67000.0,207682000000.0,1172507.4627
"Mastercard Incorporated, Q3 2023 Earnings Call, Oct 26, 2023.txt",11168,2,0.000179,0,0,0,0,0,0,0,0,0,0,0,0,2,Mastercard Incorporated,Q3,2023,Q3_2023,MA,MA,MASTERCARD INC,2023.0,2023-12-31,25098000000.0,33400.0,42448000000.0,751437.1257
"The Boeing Company, Q2 2023 Earnings Call, Jul 26, 2023.txt",8976,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q2,2023,Q2_2023,BA,BA,BOEING CO,2023.0,2023-12-31,77794000000.0,171000.0,137012000000.0,454935.6725
"T-Mobile US, Inc., Q2 2023 Earnings Call, Jul 27, 2023.txt",11405,2,0.000175,0,0,0,0,0,0,0,0,0,0,1,0,1,"T-Mobile US, Inc.",Q2,2023,Q2_2023,TMUS,TMUS,T-MOBILE US INC,2023.0,2023-12-31,78558000000.0,67000.0,207682000000.0,1172507.4627
"NVIDIA Corporation, Q2 2024 Earnings Call, Aug 23, 2023.txt",9209,157,0.017049,43,0,0,8,1,1,0,0,0,0,1,0,103,NVIDIA Corporation,Q2,2024,Q2_2024,NVDA,NVDA,NVIDIA CORP,2024.0,2025-01-31,130497000000.0,36000.0,111601000000.0,3624916.6667
"Comcast Corporation, Q2 2023 Earnings Call, Jul 27, 2023.txt",10059,2,0.000199,0,0,0,0,2,0,0,0,0,0,0,0,0,Comcast Corporation,Q2,2023,Q2_2023,CMCSA,CMCSA,COMCAST CORP,2023.0,2023-12-31,121572000000.0,186000.0,264811000000.0,653612.9032
"Mastercard Incorporated, Q2 2023 Earnings Call, Jul 27, 2023.txt",10661,3,0.000281,0,0,0,0,1,0,0,0,0,0,0,0,2,Mastercard Incorporated,Q2,2023,Q2_2023,MA,MA,MASTERCARD INC,2023.0,2023-12-31,25098000000.0,33400.0,42448000000.0,751437.1257
